ticker,date,open,high,low,close,volume
SWIM,2026-09-03,6.92,6.97,6.75,6.91,650600
SWIM,2026-09-04,6.92,7.14,6.89,7.1,838600
SSMR,2026-06-04,15.0,17.15,14.0,17.15,2380800
SSMR,2026-06-05,15.41,15.41,13.75,14.0,1062200
SSMR,2026-06-08,14.34,14.97,14.0,14.79,534300
SSMR,2026-06-09,14.79,15.45,14.29,14.5,437500
SSMR,2026-06-10,14.25,14.5,13.8,13.96,428900
SSMR,2026-06-11,13.79,14.63,13.79,14.63,199800
SSMR,2026-06-12,14.83,15.07,14.35,15.0,179700
SSMR,2026-06-15,15.32,15.83,14.91,15.03,146500
SSMR,2026-06-16,15.05,15.63,14.42,14.62,203800
SSMR,2026-06-17,14.64,14.8,13.8,13.99,349100
SSMR,2026-06-18,14.08,14.09,12.91,13.69,264000
SSMR,2026-06-22,13.55,14.08,13.03,13.88,120300
SSMR,2026-06-23,13.73,13.88,13.02,13.1,126400
SSMR,2026-06-24,13.0,13.0,12.56,12.77,216900
SSMR,2026-06-25,12.9,13.5,12.69,13.29,67000
SSMR,2026-06-26,13.28,14.03,12.96,13.42,135500
SSMR,2026-06-29,13.6,13.78,13.2,13.42,53600
SSMR,2026-06-30,13.35,13.91,13.13,13.22,177300
SSMR,2026-07-01,13.52,14.64,13.35,13.66,185600
SSMR,2026-07-02,13.64,14.88,13.61,14.59,204800
SSMR,2026-07-06,14.57,14.87,14.23,14.5,165300
SSMR,2026-07-07,14.42,14.99,13.22,13.74,235500
SSMR,2026-07-08,13.49,13.61,12.52,12.53,169500
SSMR,2026-07-09,12.63,13.81,12.58,12.9,230700
SSMR,2026-07-10,12.82,13.38,12.51,13.09,70600
SSMR,2026-07-13,13.19,13.8,12.98,13.16,69400
SSMR,2026-07-14,13.2,13.25,12.95,12.96,55700
SSMR,2026-07-15,13.05,13.5,12.92,13.24,143400
SSMR,2026-07-16,13.0,13.27,12.93,13.18,74500
SSMR,2026-07-17,13.24,13.29,12.9,12.97,56300
SSMR,2026-07-20,13.22,13.27,12.91,13.22,42600
SSMR,2026-07-21,13.43,14.25,13.18,14.16,54400
SSMR,2026-07-22,14.18,15.2,13.66,14.96,281900
SSMR,2026-07-23,15.03,15.07,14.09,14.36,104400
SSMR,2026-07-24,14.31,14.92,14.06,14.39,361200
SSMR,2026-07-27,14.48,15.19,14.1,14.98,143300
SSMR,2026-07-28,15.0,15.0,13.37,13.97,133100
SSMR,2026-07-29,13.87,14.09,13.1,13.62,171600
SSMR,2026-07-30,13.54,14.28,13.18,14.25,183800
SSMR,2026-07-31,14.36,14.48,13.43,14.37,97100
SSMR,2026-08-03,14.57,15.09,14.27,14.83,70100
SSMR,2026-08-04,15.0,15.2,14.42,14.64,102500
SSMR,2026-08-05,14.95,16.37,14.95,16.12,309300
SSMR,2026-08-06,15.81,16.67,14.8,15.43,146200
SSMR,2026-08-07,15.81,16.7,15.6,16.07,411300
SSMR,2026-08-10,16.23,16.92,16.19,16.83,315900
SSMR,2026-08-11,17.06,17.45,16.77,17.0,114600
SSMR,2026-08-12,17.2,17.4,16.75,17.3,196500
SSMR,2026-08-13,16.57,16.9,15.84,16.24,328700
SSMR,2026-08-14,16.24,16.44,15.48,16.06,210200
SSMR,2026-08-17,15.9,16.55,15.66,16.0,309800
SSMR,2026-08-18,16.13,16.14,15.5,15.94,158600
SSMR,2026-08-19,16.24,17.44,15.91,17.1,226700
SSMR,2026-08-20,16.94,17.5,16.46,17.45,155400
SSMR,2026-08-21,17.53,19.37,17.5,18.64,541300
SSMR,2026-08-24,18.8,19.33,18.18,18.94,355100
SSMR,2026-08-25,18.94,19.61,18.41,18.6,283800
SSMR,2026-08-26,18.27,19.26,18.02,18.34,184100
SSMR,2026-08-27,18.11,19.36,18.02,18.81,126100
SSMR,2026-08-28,19.06,19.56,17.95,18.15,234700
SSMR,2026-08-31,18.23,18.54,17.22,17.53,279500
SSMR,2026-09-01,17.11,17.55,16.48,16.79,208700
SSMR,2026-09-02,17.12,18.21,17.0,17.82,302700
SSMR,2026-09-03,18.26,18.61,17.55,17.85,290500
SSMR,2026-09-04,17.43,17.81,17.26,17.45,208500
APPN,2026-03-03,25.94,27.42,25.85,26.9,952100
APPN,2026-03-04,26.4,27.1,26.375,26.82,893400
APPN,2026-03-05,26.73,27.5,26.45,26.99,840600
APPN,2026-03-06,26.7,26.93,26.25,26.62,636300
APPN,2026-03-09,26.24,26.77,25.82,26.57,710500
APPN,2026-03-10,26.54,26.57,25.39,25.74,525600
APPN,2026-03-11,25.95,26.44,25.15,25.53,515100
APPN,2026-03-12,25.32,26.03,25.04,25.15,523300
APPN,2026-03-13,25.18,26.03,25.13,25.59,1076300
APPN,2026-03-16,25.63,26.12,25.34,25.65,603500
APPN,2026-03-17,25.69,26.885,25.26,25.48,557700
APPN,2026-03-18,25.18,25.515,25.0,25.2,613900
APPN,2026-03-19,24.702,26.16,24.702,25.87,709800
APPN,2026-03-20,25.47,25.75,25.01,25.32,1043300
APPN,2026-03-23,25.5,26.24,25.27,25.98,791000
APPN,2026-03-24,25.58,25.695,24.31,24.33,531900
APPN,2026-03-25,24.82,24.91,23.6,23.94,479400
APPN,2026-03-26,23.74,24.45,23.7,24.0,471000
APPN,2026-03-27,23.895,23.895,23.0,23.18,376200
APPN,2026-03-30,23.31,24.02,23.125,23.82,474600
APPN,2026-03-31,24.07,24.23,23.625,24.11,476800
APPN,2026-04-01,24.22,24.26,23.4,24.05,318000
APPN,2026-04-02,23.57,24.48,23.33,24.47,395400
APPN,2026-04-06,24.47,24.675,23.85,24.54,327000
APPN,2026-04-07,24.24,24.71,24.01,24.42,563700
APPN,2026-04-08,25.04,25.22,22.92,23.11,856100
APPN,2026-04-09,22.82,22.845,20.85,21.34,963700
APPN,2026-04-10,21.01,21.055,19.89,20.22,1317000
APPN,2026-04-13,20.17,21.35,20.04,21.2,1409700
APPN,2026-04-14,21.36,21.71,20.5,20.7,926600
APPN,2026-04-15,20.92,21.5,20.81,21.41,942400
APPN,2026-04-16,21.85,22.08,20.948,21.11,667100
APPN,2026-04-17,21.87,22.2,21.12,21.56,688700
APPN,2026-04-20,21.46,22.38,21.41,21.74,641500
APPN,2026-04-21,21.81,22.5,21.03,21.06,658900
APPN,2026-04-22,21.19,21.86,21.07,21.86,584400
APPN,2026-04-23,21.66,22.78,20.93,21.6,1984000
APPN,2026-04-24,21.61,22.355,21.09,22.145,1071700
APPN,2026-04-27,22.15,22.775,21.74,21.96,756600
APPN,2026-04-28,22.33,22.78,21.58,21.79,703600
APPN,2026-04-29,21.76,21.97,21.36,21.72,505300
APPN,2026-04-30,20.83,21.06,19.79,20.79,2948000
APPN,2026-05-01,21.56,22.89,21.38,22.54,1021400
APPN,2026-05-04,22.7,23.27,22.42,22.58,631900
APPN,2026-05-05,22.54,22.82,21.76,22.72,688000
APPN,2026-05-06,22.28,23.289,21.73,23.18,1374700
APPN,2026-05-07,23.64,24.48,22.43,23.76,2206800
APPN,2026-05-08,23.325,23.36,21.485,21.92,1113100
APPN,2026-05-11,21.675,22.04,20.2,20.53,975500
APPN,2026-05-12,20.685,20.93,20.22,20.52,876900
APPN,2026-05-13,19.94,20.05,18.68,18.72,1133800
APPN,2026-05-14,18.99,19.605,18.63,19.22,1070600
APPN,2026-05-15,19.26,19.99,19.03,19.53,1092400
APPN,2026-05-18,19.32,21.12,19.32,21.1,1176400
APPN,2026-05-19,21.62,22.33,21.3,21.71,964000
APPN,2026-05-20,21.067,21.55,20.316,21.34,626700
APPN,2026-05-21,20.87,21.18,20.49,21.14,707600
APPN,2026-05-22,21.17,21.8,21.15,21.37,604800
APPN,2026-05-26,21.0,22.32,20.8,21.67,714200
APPN,2026-05-27,21.31,22.04,21.25,21.64,542000
APPN,2026-05-28,21.94,22.64,21.79,22.04,757700
APPN,2026-05-29,22.3,23.52,21.87,23.4,740100
APPN,2026-06-01,24.04,27.77,23.97,27.77,2249100
APPN,2026-06-02,26.21,27.19,25.28,26.69,1938300
APPN,2026-06-03,26.42,26.42,23.645,24.07,2636800
APPN,2026-06-04,24.47,25.48,24.13,24.57,931500
APPN,2026-06-05,24.59,25.33,24.48,24.73,1171200
APPN,2026-06-08,25.26,25.26,23.815,24.43,745900
APPN,2026-06-09,23.96,25.09,23.46,24.05,677900
APPN,2026-06-10,23.49,24.18,22.74,23.44,590400
APPN,2026-06-11,22.95,24.065,22.4,23.64,791300
APPN,2026-06-12,24.205,24.44,22.95,24.01,658000
APPN,2026-06-15,24.08,24.405,22.72,23.27,1108400
APPN,2026-06-16,23.27,23.88,22.72,22.8,545600
APPN,2026-06-17,22.38,22.88,21.535,21.56,563600
APPN,2026-06-18,21.43,21.43,20.54,20.95,1732000
APPN,2026-06-22,20.44,21.04,19.47,19.87,853500
APPN,2026-06-23,20.21,20.89,19.915,20.51,928800
APPN,2026-06-24,20.44,21.8,20.38,20.83,779400
APPN,2026-06-25,20.5,21.165,20.24,20.63,732100
APPN,2026-06-26,20.86,22.19,20.85,21.97,1329400
APPN,2026-06-29,22.34,22.825,22.06,22.48,935400
APPN,2026-06-30,22.25,23.58,22.22,22.9,1319200
APPN,2026-07-01,23.8,24.26,23.26,23.76,535400
APPN,2026-07-02,23.8,24.65,23.8,24.4,728500
APPN,2026-07-06,24.38,24.78,23.66,24.38,468400
APPN,2026-07-07,25.0,25.26,23.84,24.68,714600
APPN,2026-07-08,24.17,24.41,23.89,24.27,479000
APPN,2026-07-09,23.43,25.27,23.285,25.24,709700
APPN,2026-07-10,25.58,26.25,25.11,25.36,669300
APPN,2026-07-13,25.4,26.81,25.4,26.05,1020200
APPN,2026-07-14,24.8,25.85,24.51,25.18,552500
APPN,2026-07-15,25.43,26.0,25.16,25.33,622800
APPN,2026-07-16,25.63,26.4,25.0,26.21,519000
APPN,2026-07-17,25.68,26.65,25.68,26.11,553300
APPN,2026-07-20,25.59,26.465,25.425,26.03,580700
APPN,2026-07-21,25.45,26.05,25.0,25.35,661800
APPN,2026-07-22,24.83,25.0,22.09,22.64,1673300
APPN,2026-07-23,22.81,23.17,21.94,21.96,930400
APPN,2026-07-24,22.76,23.76,22.39,23.75,863500
APPN,2026-07-27,24.56,26.29,24.24,25.55,813100
APPN,2026-07-28,25.97,27.69,25.77,27.35,836200
APPN,2026-07-29,27.22,29.25,27.22,28.74,1192000
APPN,2026-07-30,27.86,27.87,25.83,26.48,1078700
APPN,2026-07-31,26.0,27.2,25.97,26.96,621600
APPN,2026-08-03,27.86,28.52,27.22,27.71,771900
APPN,2026-08-04,27.225,28.48,27.16,28.45,805400
APPN,2026-08-05,28.56,30.308,27.9,29.96,1248000
APPN,2026-08-06,30.21,30.55,25.855,30.41,1732000
APPN,2026-08-07,31.6,35.61,31.26,34.64,1490500
APPN,2026-08-10,33.6,35.638,33.6,35.58,789500
APPN,2026-08-11,35.38,36.92,35.011,35.51,567700
APPN,2026-08-12,34.15,35.21,34.04,34.82,819300
APPN,2026-08-13,34.82,37.134,33.85,37.01,742600
APPN,2026-08-14,37.29,37.66,35.31,35.41,536200
APPN,2026-08-17,34.905,35.49,34.3,34.91,561700
APPN,2026-08-18,35.27,36.94,34.88,36.43,641400
APPN,2026-08-19,36.43,38.17,36.205,37.53,496400
APPN,2026-08-20,37.25,37.83,36.92,37.28,467600
APPN,2026-08-21,37.3,38.46,36.94,38.3,520200
APPN,2026-08-24,38.3,39.6,38.05,39.17,992600
APPN,2026-08-25,38.55,39.76,37.73,39.58,1003100
APPN,2026-08-26,38.7,40.1,38.125,38.45,1319800
APPN,2026-08-27,38.82,41.66,38.73,41.4,819400
APPN,2026-08-28,41.38,43.15,41.335,42.51,1115800
APPN,2026-08-31,41.62,44.06,41.62,42.95,925500
APPN,2026-09-01,42.07,42.545,39.7,40.39,760500
APPN,2026-09-02,40.32,40.93,39.49,39.89,641000
APPN,2026-09-03,40.99,41.79,40.38,40.82,639900
APPN,2026-09-04,40.08,40.4,38.285,38.37,1087400
QNST,2026-03-03,11.36,11.88,11.28,11.73,777200
QNST,2026-03-04,11.79,11.99,11.6,11.88,685000
QNST,2026-03-05,11.93,12.62,11.78,12.52,851200
QNST,2026-03-06,12.26,12.47,12.0,12.18,716600
QNST,2026-03-09,12.01,12.01,11.63,11.96,750100
QNST,2026-03-10,11.86,11.86,11.44,11.63,788600
QNST,2026-03-11,11.62,11.84,11.5,11.83,551800
QNST,2026-03-12,11.88,12.3,11.88,12.18,1274000
QNST,2026-03-13,12.11,12.47,12.01,12.44,1107200
QNST,2026-03-16,12.44,12.59,11.86,11.93,903200
QNST,2026-03-17,12.14,12.59,12.06,12.15,930600
QNST,2026-03-18,12.08,12.22,11.92,11.95,658800
QNST,2026-03-19,11.83,12.17,11.63,12.01,632700
QNST,2026-03-20,12.1,12.1,11.44,11.57,1475300
QNST,2026-03-23,11.7,12.09,11.62,12.03,659100
QNST,2026-03-24,11.94,12.05,11.75,11.92,542400
QNST,2026-03-25,12.06,12.31,11.9,12.3,913000
QNST,2026-03-26,12.22,12.53,12.11,12.11,593800
QNST,2026-03-27,11.93,12.1,11.77,11.84,697200
QNST,2026-03-30,11.92,12.23,11.92,12.19,674200
QNST,2026-03-31,12.32,12.44,11.94,12.01,678900
QNST,2026-04-01,11.98,12.27,11.82,11.99,618200
QNST,2026-04-02,11.81,12.29,11.71,12.1,447800
QNST,2026-04-06,12.09,12.26,12.0,12.11,312500
QNST,2026-04-07,12.1,12.31,12.02,12.19,516300
QNST,2026-04-08,12.46,12.56,12.27,12.35,612600
QNST,2026-04-09,12.27,12.36,11.74,12.08,634800
QNST,2026-04-10,12.13,12.13,11.76,11.98,509300
QNST,2026-04-13,11.97,12.08,11.82,11.99,643700
QNST,2026-04-14,12.03,12.28,11.98,12.17,601500
QNST,2026-04-15,12.31,12.63,12.28,12.4,641100
QNST,2026-04-16,12.57,12.75,12.42,12.6,1111200
QNST,2026-04-17,12.77,12.91,12.66,12.75,831100
QNST,2026-04-20,12.75,13.15,12.73,13.08,693600
QNST,2026-04-21,13.16,13.49,13.04,13.08,699400
QNST,2026-04-22,13.15,13.27,12.97,13.25,571200
QNST,2026-04-23,13.23,13.23,12.17,12.57,895600
QNST,2026-04-24,12.59,13.05,12.49,13.03,659200
QNST,2026-04-27,12.98,13.37,12.76,13.16,512600
QNST,2026-04-28,13.28,13.42,13.15,13.26,521400
QNST,2026-04-29,13.17,13.27,12.92,12.96,447100
QNST,2026-04-30,12.83,12.96,12.56,12.76,627700
QNST,2026-05-01,12.91,13.23,12.6,13.04,716100
QNST,2026-05-04,13.02,13.22,12.62,12.74,735300
QNST,2026-05-05,12.9,13.85,12.88,13.83,1488200
QNST,2026-05-06,13.63,13.68,13.0,13.02,719400
QNST,2026-05-07,13.06,13.7,13.06,13.36,848900
QNST,2026-05-08,12.63,13.46,12.01,13.21,1585100
QNST,2026-05-11,13.1,13.17,12.58,12.74,940400
QNST,2026-05-12,12.77,12.83,11.88,11.94,1095200
QNST,2026-05-13,11.74,11.89,11.15,11.55,1736000
QNST,2026-05-14,11.72,11.72,10.91,11.15,1360400
QNST,2026-05-15,11.13,11.31,10.91,11.28,1312800
QNST,2026-05-18,11.26,11.63,11.19,11.38,866900
QNST,2026-05-19,11.41,11.54,11.2,11.34,647800
QNST,2026-05-20,11.15,12.03,11.02,11.99,1158100
QNST,2026-05-21,11.81,12.11,11.57,12.0,1136800
QNST,2026-05-22,11.96,12.42,11.96,12.29,1000900
QNST,2026-05-26,12.16,12.24,11.99,12.21,826200
QNST,2026-05-27,12.21,12.57,12.21,12.28,933700
QNST,2026-05-28,12.32,12.71,12.23,12.43,745400
QNST,2026-05-29,12.44,12.76,12.14,12.52,1135100
QNST,2026-06-01,12.59,12.67,12.32,12.61,929400
QNST,2026-06-02,12.59,12.6,12.06,12.14,645200
QNST,2026-06-03,12.03,12.04,11.35,11.39,673100
QNST,2026-06-04,11.61,12.05,11.61,11.86,568100
QNST,2026-06-05,12.02,12.27,11.92,11.95,702000
QNST,2026-06-08,11.86,11.96,11.57,11.86,575000
QNST,2026-06-09,11.8,12.31,11.8,12.08,608800
QNST,2026-06-10,12.06,12.69,12.01,12.31,614800
QNST,2026-06-11,12.2,12.42,11.78,12.19,710200
QNST,2026-06-12,12.25,12.48,12.03,12.34,491000
QNST,2026-06-15,12.19,12.47,12.11,12.46,573000
QNST,2026-06-16,12.51,12.98,12.48,12.95,728800
QNST,2026-06-17,12.84,13.07,12.73,12.77,662100
QNST,2026-06-18,12.82,13.15,12.63,13.06,891100
QNST,2026-06-22,12.86,13.12,12.77,12.99,643300
QNST,2026-06-23,12.91,13.4,12.91,13.16,453600
QNST,2026-06-24,13.23,13.58,13.15,13.26,483200
QNST,2026-06-25,13.02,13.35,12.99,13.32,585700
QNST,2026-06-26,13.34,14.28,13.28,14.14,1767100
QNST,2026-06-29,14.11,14.76,13.97,14.55,1054200
QNST,2026-06-30,14.46,14.84,14.46,14.65,507500
QNST,2026-07-01,14.87,15.48,14.82,15.32,770200
QNST,2026-07-02,15.26,15.9,15.22,15.82,653300
QNST,2026-07-06,15.79,16.49,15.67,16.39,605200
QNST,2026-07-07,16.65,16.84,16.24,16.27,749600
QNST,2026-07-08,16.13,16.37,16.06,16.34,572300
QNST,2026-07-09,16.0,16.85,15.89,16.84,645200
QNST,2026-07-10,16.84,17.22,16.68,16.79,558100
QNST,2026-07-13,16.86,17.68,16.54,17.61,636200
QNST,2026-07-14,17.39,17.86,17.09,17.72,629400
QNST,2026-07-15,17.71,18.02,17.51,17.55,674100
QNST,2026-07-16,17.55,17.9,17.15,17.31,693800
QNST,2026-07-17,17.08,17.31,16.64,16.78,814900
QNST,2026-07-20,16.78,17.31,16.53,17.12,667400
QNST,2026-07-21,17.04,17.13,16.07,16.24,800100
QNST,2026-07-22,16.23,16.31,15.51,15.63,853600
QNST,2026-07-23,15.23,15.53,14.93,14.98,913700
QNST,2026-07-24,15.15,15.51,14.97,15.15,676100
QNST,2026-07-27,15.15,15.74,15.11,15.54,1005700
QNST,2026-07-28,15.85,16.26,15.76,15.94,584800
QNST,2026-07-29,15.97,16.38,15.92,16.13,671100
QNST,2026-07-30,15.94,15.94,15.06,15.5,540300
QNST,2026-07-31,15.46,15.67,15.1,15.5,420000
QNST,2026-08-03,15.75,16.11,15.58,15.61,418600
QNST,2026-08-04,15.39,15.8,15.39,15.63,635100
QNST,2026-08-05,15.63,15.82,15.41,15.47,511600
QNST,2026-08-06,15.19,15.37,15.08,15.22,651000
QNST,2026-08-07,19.69,21.28,19.21,21.08,4903700
QNST,2026-08-10,21.83,22.29,20.66,22.02,1821200
QNST,2026-08-11,21.68,21.95,20.34,20.9,2178500
QNST,2026-08-12,20.59,21.02,20.37,20.79,1163100
QNST,2026-08-13,20.9,21.1,20.58,20.74,795000
QNST,2026-08-14,20.78,20.89,20.42,20.5,639200
QNST,2026-08-17,20.38,20.68,20.1,20.18,764100
QNST,2026-08-18,20.4,20.98,20.2,20.76,766200
QNST,2026-08-19,20.81,21.21,20.73,21.06,726200
QNST,2026-08-20,21.06,21.23,20.32,20.37,544000
QNST,2026-08-21,20.41,20.74,19.96,20.62,905400
QNST,2026-08-24,20.62,21.22,20.4,20.49,928700
QNST,2026-08-25,20.49,20.57,19.75,20.1,1362400
QNST,2026-08-26,19.94,20.0,19.51,19.68,665200
QNST,2026-08-27,19.64,19.98,18.85,18.9,1204400
QNST,2026-08-28,18.83,19.57,18.78,19.18,611500
QNST,2026-08-31,19.18,19.48,18.65,19.44,1454700
QNST,2026-09-01,19.23,19.5,18.66,18.94,1071900
QNST,2026-09-02,18.88,19.38,18.69,19.21,718800
QNST,2026-09-03,19.32,19.9,18.67,18.76,879200
QNST,2026-09-04,18.47,19.06,18.27,18.73,759400
